sample,total_count,population,count,percentage
sample01798,99524,b_cell,9663,9.71
sample01798,99524,cd4_t_cell,34220,34.38
sample01798,99524,cd8_t_cell,30590,30.74
sample01798,99524,monocyte,13976,14.04
sample01798,99524,nk_cell,11075,11.13
sample01799,104018,b_cell,12517,12.03
sample01799,104018,cd4_t_cell,31442,30.23
sample01799,104018,cd8_t_cell,26231,25.22
sample01799,104018,monocyte,23745,22.83
sample01799,104018,nk_cell,10083,9.69
sample01800,96296,b_cell,11213,11.64
sample01800,96296,cd4_t_cell,33612,34.9
sample01800,96296,cd8_t_cell,22164,23.02
sample01800,96296,monocyte,15744,16.35
sample01800,96296,nk_cell,13563,14.08
sample01801,108469,b_cell,9301,8.57
sample01801,108469,cd4_t_cell,34666,31.96
sample01801,108469,cd8_t_cell,23753,21.9
sample01801,108469,monocyte,23651,21.8
sample01801,108469,nk_cell,17098,15.76
sample01802,107256,b_cell,7882,7.35
sample01802,107256,cd4_t_cell,33488,31.22
sample01802,107256,cd8_t_cell,27929,26.04
sample01802,107256,monocyte,20067,18.71
sample01802,107256,nk_cell,17890,16.68
sample01803,102654,b_cell,7539,7.34
sample01803,102654,cd4_t_cell,27490,26.78
sample01803,102654,cd8_t_cell,35243,34.33
sample01803,102654,monocyte,18519,18.04
sample01803,102654,nk_cell,13863,13.5
sample01804,93139,b_cell,4650,4.99
sample01804,93139,cd4_t_cell,24229,26.01
sample01804,93139,cd8_t_cell,26761,28.73
sample01804,93139,monocyte,15766,16.93
sample01804,93139,nk_cell,21733,23.33
sample01805,106453,b_cell,11407,10.72
sample01805,106453,cd4_t_cell,43407,40.78
sample01805,106453,cd8_t_cell,21970,20.64
sample01805,106453,monocyte,18230,17.12
sample01805,106453,nk_cell,11439,10.75
sample01806,104112,b_cell,12501,12.01
sample01806,104112,cd4_t_cell,26051,25.02
sample01806,104112,cd8_t_cell,30007,28.82
sample01806,104112,monocyte,23636,22.7
sample01806,104112,nk_cell,11917,11.45
sample01807,108672,b_cell,5622,5.17
sample01807,108672,cd4_t_cell,31836,29.3
sample01807,108672,cd8_t_cell,31126,28.64
sample01807,108672,monocyte,27635,25.43
sample01807,108672,nk_cell,12453,11.46
sample01808,100780,b_cell,15193,15.08
sample01808,100780,cd4_t_cell,36004,35.73
sample01808,100780,cd8_t_cell,25885,25.68
sample01808,100780,monocyte,18251,18.11
sample01808,100780,nk_cell,5447,5.4
sample01809,110191,b_cell,14260,12.94
sample01809,110191,cd4_t_cell,37302,33.85
sample01809,110191,cd8_t_cell,27341,24.81
sample01809,110191,monocyte,17252,15.66
sample01809,110191,nk_cell,14036,12.74
sample01810,109048,b_cell,8968,8.22
sample01810,109048,cd4_t_cell,35424,32.48
sample01810,109048,cd8_t_cell,27329,25.06
sample01810,109048,monocyte,22390,20.53
sample01810,109048,nk_cell,14937,13.7
sample01811,96001,b_cell,11764,12.25
sample01811,96001,cd4_t_cell,26991,28.12
sample01811,96001,cd8_t_cell,18304,19.07
sample01811,96001,monocyte,16472,17.16
sample01811,96001,nk_cell,22470,23.41
sample01812,102248,b_cell,11274,11.03
sample01812,102248,cd4_t_cell,25857,25.29
sample01812,102248,cd8_t_cell,27174,26.58
sample01812,102248,monocyte,24358,23.82
sample01812,102248,nk_cell,13585,13.29
sample01813,103589,b_cell,7576,7.31
sample01813,103589,cd4_t_cell,27433,26.48
sample01813,103589,cd8_t_cell,24003,23.17
sample01813,103589,monocyte,30827,29.76
sample01813,103589,nk_cell,13750,13.27
sample01814,102763,b_cell,12762,12.42
sample01814,102763,cd4_t_cell,31034,30.2
sample01814,102763,cd8_t_cell,27134,26.4
sample01814,102763,monocyte,17124,16.66
sample01814,102763,nk_cell,14709,14.31
sample01815,98810,b_cell,7686,7.78
sample01815,98810,cd4_t_cell,29082,29.43
sample01815,98810,cd8_t_cell,27972,28.31
sample01815,98810,monocyte,16216,16.41
sample01815,98810,nk_cell,17854,18.07
sample01816,107508,b_cell,5741,5.34
sample01816,107508,cd4_t_cell,37477,34.86
sample01816,107508,cd8_t_cell,31885,29.66
sample01816,107508,monocyte,16457,15.31
sample01816,107508,nk_cell,15948,14.83
sample01817,102908,b_cell,7981,7.76
sample01817,102908,cd4_t_cell,35271,34.27
sample01817,102908,cd8_t_cell,28565,27.76
sample01817,102908,monocyte,16967,16.49
sample01817,102908,nk_cell,14124,13.72
sample01818,106639,b_cell,9463,8.87
sample01818,106639,cd4_t_cell,29646,27.8
sample01818,106639,cd8_t_cell,38172,35.8
sample01818,106639,monocyte,17041,15.98
sample01818,106639,nk_cell,12317,11.55
sample01819,110304,b_cell,4928,4.47
sample01819,110304,cd4_t_cell,41858,37.95
sample01819,110304,cd8_t_cell,28438,25.78
sample01819,110304,monocyte,17776,16.12
sample01819,110304,nk_cell,17304,15.69
sample01820,112263,b_cell,12642,11.26
sample01820,112263,cd4_t_cell,34468,30.7
sample01820,112263,cd8_t_cell,18455,16.44
sample01820,112263,monocyte,28030,24.97
sample01820,112263,nk_cell,18668,16.63
sample01821,108448,b_cell,8657,7.98
sample01821,108448,cd4_t_cell,33961,31.32
sample01821,108448,cd8_t_cell,25386,23.41
sample01821,108448,monocyte,23317,21.5
sample01821,108448,nk_cell,17127,15.79
sample01822,96370,b_cell,4693,4.87
sample01822,96370,cd4_t_cell,29813,30.94
sample01822,96370,cd8_t_cell,26296,27.29
sample01822,96370,monocyte,18288,18.98
sample01822,96370,nk_cell,17280,17.93
sample01823,106250,b_cell,15196,14.3
sample01823,106250,cd4_t_cell,36210,34.08
sample01823,106250,cd8_t_cell,23120,21.76
sample01823,106250,monocyte,18373,17.29
sample01823,106250,nk_cell,13351,12.57
sample01824,102253,b_cell,12001,11.74
sample01824,102253,cd4_t_cell,35513,34.73
sample01824,102253,cd8_t_cell,22940,22.43
sample01824,102253,monocyte,20435,19.98
sample01824,102253,nk_cell,11364,11.11
sample01825,106192,b_cell,14064,13.24
sample01825,106192,cd4_t_cell,26694,25.14
sample01825,106192,cd8_t_cell,23153,21.8
sample01825,106192,monocyte,23127,21.78
sample01825,106192,nk_cell,19154,18.04
sample01826,111533,b_cell,8470,7.59
sample01826,111533,cd4_t_cell,37643,33.75
sample01826,111533,cd8_t_cell,21772,19.52
sample01826,111533,monocyte,24904,22.33
sample01826,111533,nk_cell,18744,16.81
sample01827,100746,b_cell,15060,14.95
sample01827,100746,cd4_t_cell,30296,30.07
sample01827,100746,cd8_t_cell,25900,25.71
sample01827,100746,monocyte,16766,16.64
sample01827,100746,nk_cell,12724,12.63
sample01828,95302,b_cell,8364,8.78
sample01828,95302,cd4_t_cell,22531,23.64
sample01828,95302,cd8_t_cell,24876,26.1
sample01828,95302,monocyte,23782,24.95
sample01828,95302,nk_cell,15749,16.53
sample01829,105820,b_cell,7766,7.34
sample01829,105820,cd4_t_cell,30798,29.1
sample01829,105820,cd8_t_cell,28772,27.19
sample01829,105820,monocyte,23235,21.96
sample01829,105820,nk_cell,15249,14.41
sample01830,97955,b_cell,9805,10.01
sample01830,97955,cd4_t_cell,31524,32.18
sample01830,97955,cd8_t_cell,25460,25.99
sample01830,97955,monocyte,13717,14.0
sample01830,97955,nk_cell,17449,17.81
sample01831,104882,b_cell,7559,7.21
sample01831,104882,cd4_t_cell,31572,30.1
sample01831,104882,cd8_t_cell,29511,28.14
sample01831,104882,monocyte,18987,18.1
sample01831,104882,nk_cell,17253,16.45
sample01832,103134,b_cell,6361,6.17
sample01832,103134,cd4_t_cell,34291,33.25
sample01832,103134,cd8_t_cell,21687,21.03
sample01832,103134,monocyte,22677,21.99
sample01832,103134,nk_cell,18118,17.57
sample01833,93091,b_cell,9914,10.65
sample01833,93091,cd4_t_cell,33206,35.67
sample01833,93091,cd8_t_cell,20644,22.18
sample01833,93091,monocyte,17440,18.73
sample01833,93091,nk_cell,11887,12.77
sample01834,102909,b_cell,12409,12.06
sample01834,102909,cd4_t_cell,33790,32.83
sample01834,102909,cd8_t_cell,22437,21.8
sample01834,102909,monocyte,16632,16.16
sample01834,102909,nk_cell,17641,17.14
sample01835,94836,b_cell,13960,14.72
sample01835,94836,cd4_t_cell,35372,37.3
sample01835,94836,cd8_t_cell,21873,23.06
sample01835,94836,monocyte,14058,14.82
sample01835,94836,nk_cell,9573,10.09
sample01836,87168,b_cell,11051,12.68
sample01836,87168,cd4_t_cell,30787,35.32
sample01836,87168,cd8_t_cell,19750,22.66
sample01836,87168,monocyte,15013,17.22
sample01836,87168,nk_cell,10567,12.12
sample01837,102060,b_cell,8853,8.67
sample01837,102060,cd4_t_cell,26380,25.85
sample01837,102060,cd8_t_cell,23973,23.49
sample01837,102060,monocyte,24641,24.14
sample01837,102060,nk_cell,18213,17.85
sample01838,105977,b_cell,13451,12.69
sample01838,105977,cd4_t_cell,36514,34.45
sample01838,105977,cd8_t_cell,14726,13.9
sample01838,105977,monocyte,25079,23.66
sample01838,105977,nk_cell,16207,15.29
sample01839,105439,b_cell,8747,8.3
sample01839,105439,cd4_t_cell,41529,39.39
sample01839,105439,cd8_t_cell,23176,21.98
sample01839,105439,monocyte,21355,20.25
sample01839,105439,nk_cell,10632,10.08
sample01840,102983,b_cell,14923,14.49
sample01840,102983,cd4_t_cell,25948,25.2
sample01840,102983,cd8_t_cell,25181,24.45
sample01840,102983,monocyte,23152,22.48
sample01840,102983,nk_cell,13779,13.38
sample01841,98102,b_cell,10547,10.75
sample01841,98102,cd4_t_cell,30867,31.46
sample01841,98102,cd8_t_cell,27117,27.64
sample01841,98102,monocyte,16485,16.8
sample01841,98102,nk_cell,13086,13.34
sample01842,98564,b_cell,6015,6.1
sample01842,98564,cd4_t_cell,29390,29.82
sample01842,98564,cd8_t_cell,30449,30.89
sample01842,98564,monocyte,21759,22.08
sample01842,98564,nk_cell,10951,11.11
sample01843,91275,b_cell,12574,13.78
sample01843,91275,cd4_t_cell,28467,31.19
sample01843,91275,cd8_t_cell,21693,23.77
sample01843,91275,monocyte,20356,22.3
sample01843,91275,nk_cell,8185,8.97
sample01844,107138,b_cell,9670,9.03
sample01844,107138,cd4_t_cell,33445,31.22
sample01844,107138,cd8_t_cell,20780,19.4
sample01844,107138,monocyte,28086,26.21
sample01844,107138,nk_cell,15157,14.15
sample01845,105554,b_cell,6431,6.09
sample01845,105554,cd4_t_cell,39987,37.88
sample01845,105554,cd8_t_cell,22133,20.97
sample01845,105554,monocyte,20459,19.38
sample01845,105554,nk_cell,16544,15.67
sample01846,101402,b_cell,9085,8.96
sample01846,101402,cd4_t_cell,31659,31.22
sample01846,101402,cd8_t_cell,24591,24.25
sample01846,101402,monocyte,19725,19.45
sample01846,101402,nk_cell,16342,16.12
sample01847,99285,b_cell,8115,8.17
sample01847,99285,cd4_t_cell,32546,32.78
sample01847,99285,cd8_t_cell,29269,29.48
sample01847,99285,monocyte,14423,14.53
sample01847,99285,nk_cell,14932,15.04
sample01848,88513,b_cell,4548,5.14
sample01848,88513,cd4_t_cell,23001,25.99
sample01848,88513,cd8_t_cell,24258,27.41
sample01848,88513,monocyte,21723,24.54
sample01848,88513,nk_cell,14983,16.93
sample01849,97926,b_cell,11621,11.87
sample01849,97926,cd4_t_cell,27363,27.94
sample01849,97926,cd8_t_cell,26670,27.23
sample01849,97926,monocyte,15434,15.76
sample01849,97926,nk_cell,16838,17.19
sample01850,93842,b_cell,7752,8.26
sample01850,93842,cd4_t_cell,27335,29.13
sample01850,93842,cd8_t_cell,29259,31.18
sample01850,93842,monocyte,20356,21.69
sample01850,93842,nk_cell,9140,9.74
sample01851,96940,b_cell,7549,7.79
sample01851,96940,cd4_t_cell,41234,42.54
sample01851,96940,cd8_t_cell,19357,19.97
sample01851,96940,monocyte,17052,17.59
sample01851,96940,nk_cell,11748,12.12
sample01852,95107,b_cell,12002,12.62
sample01852,95107,cd4_t_cell,27927,29.36
sample01852,95107,cd8_t_cell,22512,23.67
sample01852,95107,monocyte,16571,17.42
sample01852,95107,nk_cell,16095,16.92
sample01853,103177,b_cell,7986,7.74
sample01853,103177,cd4_t_cell,30467,29.53
sample01853,103177,cd8_t_cell,27683,26.83
sample01853,103177,monocyte,24164,23.42
sample01853,103177,nk_cell,12877,12.48
sample01854,103547,b_cell,8575,8.28
sample01854,103547,cd4_t_cell,29390,28.38
sample01854,103547,cd8_t_cell,30396,29.35
sample01854,103547,monocyte,17959,17.34
sample01854,103547,nk_cell,17227,16.64
sample01855,109977,b_cell,9473,8.61
sample01855,109977,cd4_t_cell,29295,26.64
sample01855,109977,cd8_t_cell,21249,19.32
sample01855,109977,monocyte,26112,23.74
sample01855,109977,nk_cell,23848,21.68
sample01856,118523,b_cell,9442,7.97
sample01856,118523,cd4_t_cell,42845,36.15
sample01856,118523,cd8_t_cell,24549,20.71
sample01856,118523,monocyte,22048,18.6
sample01856,118523,nk_cell,19639,16.57
sample01857,92682,b_cell,18920,20.41
sample01857,92682,cd4_t_cell,31220,33.69
sample01857,92682,cd8_t_cell,17710,19.11
sample01857,92682,monocyte,13953,15.05
sample01857,92682,nk_cell,10879,11.74
sample01858,96505,b_cell,9897,10.26
sample01858,96505,cd4_t_cell,31706,32.85
sample01858,96505,cd8_t_cell,25956,26.9
sample01858,96505,monocyte,15747,16.32
sample01858,96505,nk_cell,13199,13.68
sample01859,95058,b_cell,5174,5.44
sample01859,95058,cd4_t_cell,28170,29.63
sample01859,95058,cd8_t_cell,22996,24.19
sample01859,95058,monocyte,22176,23.33
sample01859,95058,nk_cell,16542,17.4
sample01860,105104,b_cell,10210,9.71
sample01860,105104,cd4_t_cell,25475,24.24
sample01860,105104,cd8_t_cell,35297,33.58
sample01860,105104,monocyte,20872,19.86
sample01860,105104,nk_cell,13250,12.61
sample01861,104452,b_cell,7005,6.71
sample01861,104452,cd4_t_cell,26896,25.75
sample01861,104452,cd8_t_cell,25887,24.78
sample01861,104452,monocyte,29193,27.95
sample01861,104452,nk_cell,15471,14.81
sample01862,110517,b_cell,15332,13.87
sample01862,110517,cd4_t_cell,30623,27.71
sample01862,110517,cd8_t_cell,29632,26.81
sample01862,110517,monocyte,20094,18.18
sample01862,110517,nk_cell,14836,13.42
sample01863,101542,b_cell,11071,10.9
sample01863,101542,cd4_t_cell,33970,33.45
sample01863,101542,cd8_t_cell,18381,18.1
sample01863,101542,monocyte,16870,16.61
sample01863,101542,nk_cell,21250,20.93
sample01864,101138,b_cell,12734,12.59
sample01864,101138,cd4_t_cell,32100,31.74
sample01864,101138,cd8_t_cell,21854,21.61
sample01864,101138,monocyte,21545,21.3
sample01864,101138,nk_cell,12905,12.76
sample01865,94661,b_cell,8178,8.64
sample01865,94661,cd4_t_cell,29344,31.0
sample01865,94661,cd8_t_cell,27549,29.1
sample01865,94661,monocyte,20502,21.66
sample01865,94661,nk_cell,9088,9.6
sample01866,98182,b_cell,3895,3.97
sample01866,98182,cd4_t_cell,31948,32.54
sample01866,98182,cd8_t_cell,29540,30.09
sample01866,98182,monocyte,18881,19.23
sample01866,98182,nk_cell,13918,14.18
sample01867,96340,b_cell,8133,8.44
sample01867,96340,cd4_t_cell,27651,28.7
sample01867,96340,cd8_t_cell,17724,18.4
sample01867,96340,monocyte,23306,24.19
sample01867,96340,nk_cell,19526,20.27
sample01868,104815,b_cell,11529,11.0
sample01868,104815,cd4_t_cell,32771,31.27
sample01868,104815,cd8_t_cell,27376,26.12
sample01868,104815,monocyte,18495,17.65
sample01868,104815,nk_cell,14644,13.97
sample01869,100138,b_cell,10157,10.14
sample01869,100138,cd4_t_cell,30347,30.31
sample01869,100138,cd8_t_cell,20134,20.11
sample01869,100138,monocyte,23917,23.88
sample01869,100138,nk_cell,15583,15.56
sample01870,92310,b_cell,7939,8.6
sample01870,92310,cd4_t_cell,32836,35.57
sample01870,92310,cd8_t_cell,27464,29.75
sample01870,92310,monocyte,15620,16.92
sample01870,92310,nk_cell,8451,9.16
sample01871,99801,b_cell,9001,9.02
sample01871,99801,cd4_t_cell,29713,29.77
sample01871,99801,cd8_t_cell,24137,24.19
sample01871,99801,monocyte,18798,18.84
sample01871,99801,nk_cell,18152,18.19
sample01872,92888,b_cell,6488,6.98
sample01872,92888,cd4_t_cell,24299,26.16
sample01872,92888,cd8_t_cell,22517,24.24
sample01872,92888,monocyte,20790,22.38
sample01872,92888,nk_cell,18794,20.23
sample01873,94783,b_cell,6681,7.05
sample01873,94783,cd4_t_cell,30857,32.56
sample01873,94783,cd8_t_cell,21778,22.98
sample01873,94783,monocyte,21832,23.03
sample01873,94783,nk_cell,13635,14.39
sample01874,93253,b_cell,9612,10.31
sample01874,93253,cd4_t_cell,19110,20.49
sample01874,93253,cd8_t_cell,23382,25.07
sample01874,93253,monocyte,21729,23.3
sample01874,93253,nk_cell,19420,20.83
sample01875,107243,b_cell,13264,12.37
sample01875,107243,cd4_t_cell,28294,26.38
sample01875,107243,cd8_t_cell,19698,18.37
sample01875,107243,monocyte,26847,25.03
sample01875,107243,nk_cell,19140,17.85
sample01876,101993,b_cell,6257,6.13
sample01876,101993,cd4_t_cell,26923,26.4
sample01876,101993,cd8_t_cell,33810,33.15
sample01876,101993,monocyte,19854,19.47
sample01876,101993,nk_cell,15149,14.85
sample01877,102549,b_cell,18562,18.1
sample01877,102549,cd4_t_cell,20739,20.22
sample01877,102549,cd8_t_cell,23690,23.1
sample01877,102549,monocyte,24224,23.62
sample01877,102549,nk_cell,15334,14.95
sample01878,107082,b_cell,10001,9.34
sample01878,107082,cd4_t_cell,35926,33.55
sample01878,107082,cd8_t_cell,18606,17.38
sample01878,107082,monocyte,30394,28.38
sample01878,107082,nk_cell,12155,11.35
sample01879,101050,b_cell,8288,8.2
sample01879,101050,cd4_t_cell,34369,34.01
sample01879,101050,cd8_t_cell,17846,17.66
sample01879,101050,monocyte,21918,21.69
sample01879,101050,nk_cell,18629,18.44
sample01880,101112,b_cell,12062,11.93
sample01880,101112,cd4_t_cell,32763,32.4
sample01880,101112,cd8_t_cell,25112,24.84
sample01880,101112,monocyte,23214,22.96
sample01880,101112,nk_cell,7961,7.87
sample01881,106943,b_cell,10118,9.46
sample01881,106943,cd4_t_cell,30273,28.31
sample01881,106943,cd8_t_cell,22288,20.84
sample01881,106943,monocyte,29196,27.3
sample01881,106943,nk_cell,15068,14.09
sample01882,94313,b_cell,5285,5.6
sample01882,94313,cd4_t_cell,41487,43.99
sample01882,94313,cd8_t_cell,19133,20.29
sample01882,94313,monocyte,20698,21.95
sample01882,94313,nk_cell,7710,8.17
sample01883,98681,b_cell,8533,8.65
sample01883,98681,cd4_t_cell,33868,34.32
sample01883,98681,cd8_t_cell,17197,17.43
sample01883,98681,monocyte,19293,19.55
sample01883,98681,nk_cell,19790,20.05
sample01884,96652,b_cell,12338,12.77
sample01884,96652,cd4_t_cell,29819,30.85
sample01884,96652,cd8_t_cell,18129,18.76
sample01884,96652,monocyte,15942,16.49
sample01884,96652,nk_cell,20424,21.13
sample01885,93311,b_cell,12916,13.84
sample01885,93311,cd4_t_cell,32035,34.33
sample01885,93311,cd8_t_cell,21412,22.95
sample01885,93311,monocyte,13802,14.79
sample01885,93311,nk_cell,13146,14.09
sample01886,89534,b_cell,7666,8.56
sample01886,89534,cd4_t_cell,38373,42.86
sample01886,89534,cd8_t_cell,20669,23.09
sample01886,89534,monocyte,15028,16.78
sample01886,89534,nk_cell,7798,8.71
sample01887,93860,b_cell,10431,11.11
sample01887,93860,cd4_t_cell,30407,32.4
sample01887,93860,cd8_t_cell,22273,23.73
sample01887,93860,monocyte,15544,16.56
sample01887,93860,nk_cell,15205,16.2
sample01888,102341,b_cell,15993,15.63
sample01888,102341,cd4_t_cell,35974,35.15
sample01888,102341,cd8_t_cell,17898,17.49
sample01888,102341,monocyte,18068,17.65
sample01888,102341,nk_cell,14408,14.08
sample01889,107267,b_cell,7804,7.28
sample01889,107267,cd4_t_cell,33569,31.29
sample01889,107267,cd8_t_cell,39033,36.39
sample01889,107267,monocyte,12412,11.57
sample01889,107267,nk_cell,14449,13.47
sample01890,102357,b_cell,13030,12.73
sample01890,102357,cd4_t_cell,28178,27.53
sample01890,102357,cd8_t_cell,19885,19.43
sample01890,102357,monocyte,26942,26.32
sample01890,102357,nk_cell,14322,13.99
sample01891,108148,b_cell,9314,8.61
sample01891,108148,cd4_t_cell,34337,31.75
sample01891,108148,cd8_t_cell,28323,26.19
sample01891,108148,monocyte,13257,12.26
sample01891,108148,nk_cell,22917,21.19
sample01892,100356,b_cell,10140,10.1
sample01892,100356,cd4_t_cell,31664,31.55
sample01892,100356,cd8_t_cell,18062,18.0
sample01892,100356,monocyte,23541,23.46
sample01892,100356,nk_cell,16949,16.89
sample01893,106269,b_cell,9653,9.08
sample01893,106269,cd4_t_cell,28274,26.61
sample01893,106269,cd8_t_cell,24628,23.18
sample01893,106269,monocyte,22619,21.28
sample01893,106269,nk_cell,21095,19.85
sample01894,91447,b_cell,9377,10.25
sample01894,91447,cd4_t_cell,32085,35.09
sample01894,91447,cd8_t_cell,16300,17.82
sample01894,91447,monocyte,22757,24.89
sample01894,91447,nk_cell,10928,11.95
sample01895,103250,b_cell,19756,19.13
sample01895,103250,cd4_t_cell,24197,23.44
sample01895,103250,cd8_t_cell,21331,20.66
sample01895,103250,monocyte,17247,16.7
sample01895,103250,nk_cell,20719,20.07
sample01896,101309,b_cell,13802,13.62
sample01896,101309,cd4_t_cell,23979,23.67
sample01896,101309,cd8_t_cell,26921,26.57
sample01896,101309,monocyte,16917,16.7
sample01896,101309,nk_cell,19690,19.44
sample01897,102175,b_cell,8666,8.48
sample01897,102175,cd4_t_cell,37117,36.33
sample01897,102175,cd8_t_cell,21887,21.42
sample01897,102175,monocyte,13895,13.6
sample01897,102175,nk_cell,20610,20.17
sample01898,96239,b_cell,7322,7.61
sample01898,96239,cd4_t_cell,33800,35.12
sample01898,96239,cd8_t_cell,22940,23.84
